FOLIO_INT,Calorias_semana,Proteina_semana,CarboHidratos_semana,Lipidos_semana
2022_15109008_02,7317.6,840.24,376.41,373.77
2022_15109011_01,6061.9,694.9399999999999,238.996,258.42
2022_15109015_01,4131.5,474.65999999999997,167.0,195.17000000000002
2022_15109031_01,10923.0,1638.63,315.01800000000003,396.1
2022_15115003_02,2656.4,388.11,88.49,106.36
2022_15115015_01,6883.4,997.17,446.246,273.06
2022_15115033_02,8867.4,1136.87,319.31,367.51
2022_15118003_03,10906.9,1279.37,480.766,396.32
2022_15118022_01,6174.2,681.15,265.86,321.62
2022_15118024_04,6233.1,765.25,223.12,349.7
2022_15118028_02,15504.6,2281.43,557.534,498.83000000000004
2022_15118030_02,10357.0,1283.01,411.14,373.24
2022_15122017_04,8746.5,1018.7099999999999,393.25,341.49
2022_15122028_01,10091.4,1229.5900000000001,363.79,522.805
2022_16006009_01,4497.5,709.03,120.1,154.49
2022_16006025_01,10374.2,1500.6,413.376,433.1
2022_16015014_02,1466.7,167.04,74.36,98.78
2022_16019004_01,3204.4,495.21,83.26,113.52
2022_16019018_01,7312.3,539.89,331.242,398.9
2022_16019020_03,9014.6,981.21,383.852,363.02
2022_16052007_01,8886.3,1166.1,321.914,400.01
2022_16052011_02,5955.5,552.59,314.168,351.42
2022_16052011_04,5160.9,515.71,230.09,261.98
2022_16052016_02,5864.6,848.77,209.6,229.8
2022_16053011_03,5488.8,764.33,278.43399999999997,259.95
2022_16053023_03,5705.6,643.87,396.196,211.55499999999998
2022_16053024_02,10963.3,1644.41,335.028,437.07
2022_16082007_01,7770.75,1117.7,262.014,305.56
2022_16082007_03,11392.05,1577.92,581.46,459.67
2022_16082008_02,4509.7,581.1,209.45,148.02
2022_16082010_03,8707.4,1336.26,284.46999999999997,377.35
2022_16082027_01,5971.85,716.54,250.60999999999999,235.29999999999998
2022_16102015_02,14086.0,1763.78,550.668,592.52
2022_16102016_01,8660.6,1203.84,267.428,202.06
2022_16102032_03,7632.6,884.79,284.05,369.83
2022_16107010_01,2749.6,273.07,151.71,117.22
2022_16107024_02,6694.05,738.58,351.33,226.81
2022_17006001_02,10321.4,1340.21,388.506,417.115
2022_17006031_01,5538.1,598.4,232.918,223.735
2022_17007018_01,3364.4,476.36,113.82999999999998,114.38000000000001
2022_17007022_01,8374.7,842.22,324.394,396.285
2022_17007023_02,7197.2,961.75,295.4,293.61
2022_17007031_02,7881.0,1203.22,260.33,208.15
2022_17007055_01,16807.7,2164.54,572.53,533.75
2022_17007058_03,6141.0,742.51,265.476,222.17
2022_17008017_04,13004.8,1676.55,501.48,544.005
2022_17008032_02,8247.5,1179.5900000000001,320.596,329.85
2022_17011008_03,13754.0,1948.14,493.922,574.045
2022_17011014_01,12166.4,1436.24,489.2,536.36
2022_17011036_03,13919.35,2043.5,431.681,571.74
2022_17018005_02,10119.7,1147.25,465.07,451.76
2022_17018010_05,3703.3,608.53,97.2,116.54
2022_17018029_01,8652.3,1152.08,330.568,385.31
2022_17018030_05,6854.2,897.69,266.728,266.53000000000003
2022_17018031_05,7115.2,711.06,317.646,320.85
2022_17018034_01,6062.6,892.06,201.298,200.03
2022_17019007_01,4385.2,631.6700000000001,97.72999999999999,99.05000000000001
2022_17019013_03,6333.0,854.32,241.34,226.17
2022_17019017_03,4972.0,800.79,123.63,175.93
2022_17019023_02,9827.4,1443.05,475.44,304.46
2022_17019032_01,7650.8,1161.19,262.7,290.35
2022_17024006_01,5470.8,796.2099999999999,186.39,243.55
2022_17024006_04,9462.9,1509.95,283.828,296.39
2022_17024022_03,9419.9,1063.59,438.748,486.28000000000003
2022_17028030_01,7112.2,853.03,274.28,335.68
2022_17036004_01,10513.8,1771.53,275.90999999999997,281.18
2022_17036016_02,5041.2,818.47,196.83599999999998,183.22
2022_17036019_03,9430.85,1042.19,431.532,352.1
2022_18015008_02,8312.5,1052.11,320.7,430.51
2022_18015009_02,9515.4,1265.3,381.90999999999997,345.1
2022_18015012_03,6356.5,803.84,224.29,270.21
2022_18015015_01,7649.3,1173.9,246.31,324.41
2022_18017021_03,9014.5,1274.1,320.0,305.26
2022_18017044_01,4974.4,553.32,229.07,270.53999999999996
2022_18017060_03,7741.6,954.82,338.646,343.86
2022_18017060_07,6462.8,729.8100000000001,267.68,297.46
2022_18017061_01,12711.5,2066.34,470.544,438.55
2022_18017069_01,8752.2,1186.77,401.25,301.29
2022_18017078_02,4969.1,671.35,174.94,244.47
2022_18017102_01,9961.0,1605.84,467.772,307.55
2022_19006072_01,4353.4,464.84,215.87800000000001,224.55
2022_19006091_01,8822.7,1246.0,303.67199999999997,286.095
2022_19006108_01,7261.65,628.27,358.864,364.44
2022_19006133_03,12310.4,1185.73,585.826,488.71999999999997
2022_19006136_05,9692.05,1250.02,376.926,389.88
2022_19006140_01,5052.1,568.16,202.306,230.58
2022_19006142_01,6811.3,920.89,259.414,246.9
2022_19006146_01,7959.8,951.43,312.51800000000003,341.4
2022_19006147_04,13647.2,2006.97,412.96,512.16
2022_19006164_01,11057.9,1375.17,441.084,446.13
2022_19006178_01,9558.0,945.93,386.39,517.77
2022_19007005_04,4965.2,593.66,199.32999999999998,220.08
2022_19007015_03,8116.5,1108.56,317.58,294.28000000000003
2022_19009011_02,3547.7,525.22,109.146,144.45
2022_19012003_03,7211.0,909.78,260.36,276.74
2022_19012016_02,2476.1,512.53,26.86,46.690000000000005
2022_19012018_02,6924.4,1304.52,120.63,271.34000000000003
2022_19018007_03,8184.0,924.72,318.9,402.2
2022_19018009_01,4861.0,708.77,149.76999999999998,204.87
2022_19018018_02,2640.4,360.61,116.335,136.35
2022_19018027_01,13566.0,1522.74,682.4399999999999,547.59
2022_19018041_02,1345.2,273.11,13.59,75.69
2022_19018041_03,1335.6,277.28000000000003,6.6000000000000005,47.49
2022_19018056_02,8657.6,1237.96,397.032,363.16
2022_19018073_01,7064.8,995.49,314.46,221.325
2022_19018080_02,7360.0,902.35,290.45,290.62
2022_19018106_02,12691.5,1850.3600000000001,477.48999999999995,378.96
2022_19018124_01,3031.0,579.76,45.91,68.02
2022_19021005_01,7413.8,1246.62,173.7,200.97
2022_19021042_02,6250.0,1093.15,154.96,122.735
2022_19021053_03,6479.8,687.18,275.182,329.74
2022_19021055_01,7643.0,625.77,376.85,441.0
2022_19021062_05,7382.2,996.57,260.14,299.79
2022_19021074_01,5210.1,740.1,225.642,170.63
2022_19021083_02,11509.5,1356.16,582.81,521.84
2022_19021083_03,3719.7,404.71999999999997,185.088,126.04
2022_19021084_01,1998.6,198.75,78.69,91.0
2022_19021098_02,4226.2,739.11,79.62,124.675
2022_19021109_01,9784.4,1097.67,461.71999999999997,354.995
2022_19021123_02,8634.4,1020.89,363.7,320.63
2022_19021125_02,18241.0,2594.46,746.216,699.54
2022_19021129_02,9513.9,1266.03,397.06,293.46000000000004
2022_19021129_03,6534.4,927.93,239.81,150.45
2022_19021137_02,5444.5,621.14,212.07999999999998,272.04
2022_19021137_03,4380.0,510.14000000000004,162.85,212.21
2022_19026016_02,4502.0,740.93,143.696,149.26500000000001
2022_19026072_01,13767.1,1527.38,509.716,447.73
2022_19026137_02,13400.5,2018.06,428.38,352.38
2022_19026193_02,10050.8,1254.92,411.52799999999996,459.0
2022_19031008_02,6345.3,644.49,383.91,285.42
2022_19031008_03,12103.0,1597.18,443.348,437.74
2022_19031033_03,5617.1,880.66,161.96,156.81
2022_19031056_01,14679.6,1765.26,648.6080000000001,635.16
2022_19031075_02,7451.0,1098.3,237.04,273.44
2022_19031083_02,9183.4,1456.57,253.39,291.25
2022_19031089_03,6520.7,713.65,318.486,260.1
2022_19031105_01,4582.0,594.77,190.434,203.21
2022_19031109_04,16240.5,1767.23,832.76,665.25
2022_19031120_02,6873.3,778.85,304.58,244.34
2022_19031132_01,9365.0,1333.3500000000001,374.73199999999997,457.1
2022_19032002_02,9537.1,1285.7,367.57,356.215
2022_19032007_01,4305.4,555.72,214.078,157.96
2022_19032010_03,8934.7,1044.82,447.408,379.08
2022_19032014_03,13646.0,1621.34,568.63,527.43
2022_19032020_03,10281.5,1603.25,354.066,352.9
2022_19032021_03,4535.599999999999,580.01,181.08,200.74
2022_19032025_02,5422.7,702.07,182.368,294.32
2022_19039013_01,8745.6,1069.6399999999999,298.644,314.165
2022_19039069_01,5150.0,740.25,159.75,183.685
2022_19039098_01,8516.0,1054.52,337.95,392.27
2022_19039102_02,11089.8,1438.79,415.442,430.765
2022_19039110_01,13416.0,1740.86,479.1,593.21
2022_19039140_02,3293.3,525.5500000000001,98.272,134.24
2022_19039151_03,15911.5,2506.66,509.608,479.95
2022_19039152_02,11050.8,1359.7900000000002,420.69599999999997,427.67
2022_19039157_03,7143.1,1112.63,213.186,190.66
2022_19039194_01,10966.9,1389.13,515.094,379.05
2022_19039195_06,11154.6,1202.21,455.43,634.25
2022_19039196_02,7364.8,1050.8500000000001,256.46,268.24
2022_19039218_02,5309.0,644.25,228.35,192.53
2022_19041035_03,16126.0,2347.67,545.656,516.3199999999999
2022_19046033_01,2496.0,350.13,90.838,100.2
2022_19046071_01,4399.3,549.62,192.788,152.01000000000002
2022_19046072_02,9233.5,1231.92,339.104,319.45
2022_19048033_03,6949.7,1082.51,205.298,212.33
2022_19048034_03,10333.8,1884.7000000000003,223.39,233.04
2022_19048035_03,7488.3,1103.2,225.9,242.53
2022_20002007_01,18887.4,2205.05,804.96,724.24
2022_20039002_01,4998.6,781.5300000000001,137.44,208.28
2022_20039009_01,2766.5,534.57,41.718,57.71
2022_20039010_01,5819.7,828.68,203.714,234.85
2022_20039023_03,6495.9,967.04,278.418,237.95
2022_20067006_01,7771.8,1044.21,337.22999999999996,349.56
2022_20076005_01,8097.1,802.3299999999999,370.256,390.58
2022_20076009_02,10815.9,1584.89,465.858,382.86
2022_20076011_02,5258.5,597.17,241.82,187.13
2022_20076012_06,4870.6,677.3299999999999,188.62199999999999,185.64000000000001
2022_20076016_01,6200.7,977.55,287.98,164.1
2022_20076030_02,18996.0,3425.62,914.928,609.07
2022_20258006_02,10126.1,1379.84,722.406,454.98
2022_20258009_03,5266.6,824.09,261.77,181.97
2022_20258014_03,3764.8,565.57,144.25,139.84
2022_20339006_02,11496.5,1551.07,690.766,529.955
2022_20339010_02,16414.3,2588.07,708.63,526.73
2022_20339014_02,8199.8,1139.73,342.81,354.93
2022_20339019_03,7830.8,1096.6,281.052,294.37
2022_20339022_01,2918.0,409.49,138.34,130.93
2022_20390005_01,4184.4,723.4,80.21,141.28
2022_20390028_02,10245.8,1400.14,411.96999999999997,459.185
2022_20515008_03,8269.9,955.92,413.176,310.78
2022_20515015_02,10066.8,1447.72,489.216,394.81
2022_20515027_03,2123.0,218.45,134.46,111.45
2022_21010008_01,1321.0,221.16,55.606,70.48
2022_21085002_02,6931.9,912.8100000000001,368.55400000000003,241.2
2022_21085011_02,7082.0,1246.3700000000001,157.07999999999998,181.19
2022_21085028_01,10426.3,1193.94,410.36,477.24
2022_21114010_04,10065.2,1306.8,511.03999999999996,335.51
2022_21114014_01,4223.6,636.9200000000001,120.908,173.97000000000003
2022_21114051_01,8513.4,1324.5700000000002,312.286,255.035
2022_21114058_03,7127.3,816.47,366.3,438.12
2022_21119009_05,12356.6,1191.9099999999999,727.39,294.74
2022_21147004_02,6719.1,942.8,312.7,206.59
2022_21147013_01,8013.0,1074.71,363.758,246.16
2022_21148009_02,9210.1,1453.91,304.12,334.02
2022_21148021_03,4876.6,525.95,198.91,225.9
2022_21212001_01,7172.0,1272.44,500.26,248.53
2022_21212005_01,6406.7,1099.87,210.05,205.57999999999998
2022_21212015_04,10300.1,1378.9099999999999,451.44,383.51
2022_22001005_02,2042.4,363.5,238.51999999999998,91.86
2022_22001015_01,5946.8,737.16,242.338,235.96
2022_22004018_05,9834.8,1621.08,280.186,281.02
2022_22011026_03,8225.4,1036.22,387.846,334.945
2022_22012022_02,3946.2,533.63,180.59,144.73000000000002
2022_22014024_01,10722.0,1417.49,494.802,350.09
2022_22014046_02,8869.4,1065.01,379.98,424.04
2022_22014055_04,10562.0,1374.81,403.78999999999996,394.93
2022_22014056_04,16142.3,2224.25,608.4,494.63
2022_22014072_01,12000.8,1681.35,342.556,413.26
2022_22014081_02,8867.0,1187.03,382.976,320.32
2022_22014133_02,7609.25,1143.67,268.548,256.015
2022_22016004_03,5799.0,882.8,243.87,249.72
2022_22016006_02,6614.5,1063.18,239.79,237.75
2022_22016013_01,8504.0,973.92,340.23,407.16
2022_22016031_03,6379.3,979.78,356.32,212.24
2022_22016035_02,13922.2,2445.8,843.59,450.11
2022_22016037_02,4199.3,760.11,176.83999999999997,140.06
2022_22016047_01,2443.1,362.83,79.25999999999999,112.46000000000001
2022_22016048_02,7486.3,1009.92,291.74,248.48000000000002
2022_22016053_03,4437.4,700.72,132.256,155.48
2022_23002010_03,4983.0,428.15,252.97,243.17
2022_23002015_01,12833.3,1689.03,479.768,468.85
2022_23002029_02,6789.2,890.27,291.39,316.24
2022_23002038_02,5197.7,696.6,212.812,196.42000000000002
2022_23002060_01,2906.7,338.78,141.886,129.4
2022_23004017_01,13907.9,1992.2,477.914,394.805
2022_23004020_01,7571.2,862.1,428.836,353.01
2022_23004035_02,6873.4,879.12,298.486,219.99
2022_23005047_01,4667.6,378.61,221.458,238.34
2022_23005050_03,10671.2,1441.28,523.306,455.68
2022_23005066_01,5085.5,624.05,226.082,316.65
2022_23005081_01,8256.2,979.3499999999999,326.65000000000003,330.01
2022_23005085_02,4638.8,543.58,234.296,202.86
2022_23005118_03,1921.6,195.91,114.15,108.85
2022_23005129_04,8981.2,733.54,416.664,496.73
2022_23005135_01,8926.8,1274.32,328.48,299.17
2022_23006010_01,3915.0,488.88,192.73999999999998,184.96
2022_23006015_02,3852.0,544.19,174.54,153.44
2022_23008016_01,3236.2,442.19,119.03999999999999,101.31
2022_23008036_01,7684.1,1178.41,268.706,246.915
2022_23008080_01,3992.6,538.37,126.338,134.05
2022_23008082_01,11215.4,1335.95,541.942,503.63
2022_24021007_01,11435.0,2004.43,509.822,325.14
2022_24021011_02,4933.2,778.98,155.3,106.60000000000001
2022_24021012_02,5973.2,1109.43,313.63,151.68
2022_24021021_02,5143.3,738.96,204.67,185.5
2022_24021032_01,20469.1,3069.21,702.482,536.11
2022_24021042_02,7449.3,908.68,330.756,342.52
2022_24028011_02,3658.4,471.08,168.846,152.65
2022_24028038_02,10888.2,1307.25,411.506,460.84999999999997
2022_24028039_03,10464.6,1475.1,429.93399999999997,297.26
2022_24028076_03,11634.6,1278.14,526.306,460.11
2022_24028080_02,6731.5,782.89,267.19,326.16
2022_24028112_02,5000.0,425.47,233.85,293.53000000000003
2022_24028120_02,9353.8,1216.97,537.6899999999999,339.3
2022_24028120_04,3825.0,697.04,137.88,69.53
2022_24037014_02,3462.9,513.4,102.21,142.25
2022_24037024_01,5281.0,880.54,457.866,196.82
2022_24037047_03,8909.8,1031.87,449.65999999999997,280.64
2022_24037049_03,6930.0,920.67,211.684,340.32
2022_24049004_04,11333.2,1529.32,363.52,430.77
2022_24049008_01,6460.3,854.7,262.326,246.92000000000002
2022_24049009_01,5664.5,615.14,315.28,234.74
2022_24052004_01,13593.7,2106.9,491.92199999999997,383.36
2022_24052018_02,6954.2,1024.74,230.2,228.215
2022_24052019_02,8315.4,1095.35,389.99,263.66
2022_25001005_02,3968.0,363.23,170.27,236.79999999999998
2022_25001014_03,3834.7,563.04,235.16,198.15
2022_25001018_01,8137.1,1548.97,157.84,365.25
2022_25001027_01,6626.4,934.49,182.62,258.15
2022_25002001_02,7024.0,392.45,375.42,453.63
2022_25002018_03,7364.9,1028.3300000000002,251.35,294.62
2022_25006003_03,3512.9,382.13,149.538,167.25
2022_25006004_04,8611.5,739.88,431.894,456.64
2022_25006016_02,7122.4,647.49,350.56,327.91
2022_25006042_01,3698.2,660.79,129.14,193.08
2022_25006061_01,10342.4,993.79,464.06,518.21
2022_25006073_03,8430.0,1541.34,192.75,168.77
2022_25006077_02,9467.0,2058.69,79.55000000000001,144.56
2022_25006081_01,11088.4,1312.48,459.81,394.85
2022_25006097_02,7750.2,945.23,365.894,336.38
2022_25011011_03,6024.2,851.69,300.5,288.56
2022_25011021_01,3130.7,348.81,173.476,164.39
2022_25011021_03,5012.3,483.73,240.056,231.93
2022_25011030_04,7268.9,709.31,339.71,396.99
2022_25012015_01,7959.7,801.28,417.44,379.65
2022_25012018_01,9791.8,1452.27,345.4,310.17
2022_25012033_02,5266.5,453.31,232.73,353.73
2022_25015007_03,6037.5,767.97,243.6,258.2
2022_25015009_01,9786.5,1334.82,715.19,422.01
2022_25015010_01,3193.5,455.04,110.82,137.29
2022_25015022_02,5247.1,598.01,407.278,214.025
2022_25015033_02,7540.0,1191.15,314.36,218.72
2022_25015036_01,16195.4,1550.84,809.83,712.49
2022_25015044_02,12456.5,1783.29,441.74,570.88
2022_25018028_01,4296.5,511.42,167.75,172.88
2022_25018032_01,6567.2,778.88,234.01,309.32
2022_26002002_03,3377.8,343.71000000000004,158.408,160.67000000000002
2022_26002005_01,19741.1,2666.6,758.354,580.62
2022_26019003_02,9253.7,941.76,425.5,440.59000000000003
2022_26019019_02,10031.9,1464.08,365.25,525.29
2022_26019030_01,19808.3,1990.59,924.63,1076.44
2022_26019032_01,7129.3,716.63,354.42,361.85
2022_26019040_02,5707.1,727.05,208.37,234.35
2022_26019042_04,8981.2,1257.8200000000002,460.81,422.07
2022_26029001_03,4517.9,535.34,240.09,172.88
2022_26029016_02,11178.8,1314.97,531.3199999999999,578.01
2022_26029022_01,6509.5,689.9200000000001,274.32,315.18
2022_26030015_01,14188.0,1951.06,583.13,577.24
2022_26030027_01,6222.6,886.85,290.84,309.04
2022_26030031_01,11002.6,1764.17,323.96999999999997,374.82
2022_26030037_01,6061.5,512.75,292.84000000000003,309.51
2022_26030047_01,4201.0,497.47,141.20000000000002,226.35
2022_26030052_03,9757.4,1614.45,419.47999999999996,490.24
2022_26030058_02,10867.5,1389.96,459.33,456.47
2022_26030096_02,6809.6,852.9300000000001,257.75,291.96
2022_26030105_01,14507.6,2517.35,326.54,492.43
2022_26030123_01,5495.3,642.11,237.62,161.76
2022_26042009_01,5401.5,611.8199999999999,224.15,281.5
2022_26042020_03,8797.8,1166.63,382.35,264.83
2022_26042027_01,4286.0,543.64,217.62,212.51
2022_26043021_01,6827.9,853.96,298.37,253.86
2022_26047005_01,7972.6,1327.85,314.63,347.17
2022_26047007_03,8151.8,1411.47,325.01,432.77
2022_26047008_01,3093.0,426.31,100.44,124.62
2022_26047009_01,6530.5,1097.22,491.64,232.54
2022_26047010_01,4632.0,606.22,305.428,199.84
2022_26047010_03,3945.2,550.35,139.96,131.70000000000002
2022_26047011_01,15463.7,2193.65,832.612,547.02
2022_26047014_02,3627.2,478.06,129.03,161.72
2022_26047027_01,6977.1,1404.83,213.91,308.42
2022_26047035_03,2360.2,323.61,87.38,91.16
2022_26055006_06,7311.8,781.88,286.018,360.13
2022_27002003_02,13358.3,1830.74,517.126,514.115
2022_27002011_06,8258.8,1292.16,273.218,226.535
2022_27002026_04,8162.2,1027.05,325.938,391.24
2022_27002040_02,5541.2,737.98,214.26999999999998,159.06
2022_27004035_01,7482.2,1378.53,165.53,211.93
2022_27004035_04,10667.5,1491.33,405.056,330.45
2022_27004039_02,5724.5,772.86,199.63,215.26
2022_27004048_03,14040.4,1858.81,515.526,648.425
2022_27006009_03,8245.1,1041.8,279.88,363.89
2022_27006018_01,4118.3,589.57,114.87,239.45
2022_27006022_02,12899.4,1466.92,521.9159999999999,644.62
2022_27008005_01,8556.7,1170.46,523.38,293.63
2022_27008007_05,7474.8,852.7,304.916,364.4
2022_27008024_05,7134.5,1048.84,256.8,259.48
2022_27008033_02,5819.9,660.41,272.726,218.78
2022_27008036_01,7676.0,1221.65,212.09,300.48
2022_27008037_01,7936.3,1085.12,254.536,310.23
2022_27008044_01,8046.0,1382.78,228.78199999999998,236.3
2022_27008064_01,3334.4,383.37,159.85,176.8
2022_27008067_01,7128.9,813.74,310.03,302.2
2022_27010007_02,2391.0,408.67,35.61,102.48
2022_27010008_04,7917.6,1400.76,133.346,266.75
2022_27013019_01,5082.5,502.73,187.566,355.78
2022_27013024_01,3589.2,578.91,92.24000000000001,139.58
2022_27013025_02,6470.3,688.48,246.626,271.435
2022_27017014_01,3566.1,145.25,213.12800000000001,303.6
2022_28003017_02,8086.0,1049.66,319.405,300.9
2022_28003019_03,7242.8,859.07,318.602,259.69
2022_28003026_02,13040.3,1835.65,431.928,407.45
2022_28003027_02,12128.5,1350.88,581.65,442.98
2022_28003063_03,12643.7,2065.8,358.83,311.545
2022_28003064_01,11411.7,1330.63,550.018,509.90500000000003
2022_28003069_01,4649.0,601.72,185.406,141.04
2022_28003073_02,8310.6,1499.58,200.214,218.41
2022_28009002_01,4594.6,643.67,181.444,200.38
2022_28009008_02,11610.0,1276.18,556.334,563.66
2022_28017006_01,10417.8,1420.56,385.86,347.7
2022_28017026_04,7627.9,796.46,366.08799999999997,309.78000000000003
2022_28017028_03,14650.7,1900.8500000000001,501.75,649.86
2022_28018006_02,7456.6,1065.16,241.79999999999998,292.36
2022_28018012_01,6818.9,1166.78,169.02,186.21
2022_28018015_04,3059.6,396.57,111.036,130.39
2022_28027008_02,7067.9,1004.99,214.18,285.49
2022_28027010_03,5444.4,671.01,232.73,216.31
2022_28027016_03,9089.2,1211.77,344.57,351.07
2022_28027017_03,6906.2,802.5,266.99,267.695
2022_28027029_01,7903.9,1089.69,421.996,372.83
2022_28027037_02,14843.5,1895.6100000000001,855.538,605.88
2022_28032029_01,3497.2999999999997,420.63,219.418,146.08
2022_28038007_01,15062.8,1809.91,564.196,552.905
2022_28038024_02,11311.8,1248.27,514.784,460.0
2022_28038024_03,9004.0,1075.42,333.56,407.57
2022_28038030_01,6094.5,766.93,271.806,242.63
2022_28041009_01,7602.1,843.81,374.26,319.58500000000004
2022_28041022_03,5281.5,567.56,310.43,184.62
2022_29007017_07,6221.2,853.62,239.658,238.79
2022_29013010_01,20622.4,2067.68,1145.1,920.0500000000001
2022_29013014_01,7102.0,1077.98,352.926,315.73
2022_29013015_01,4978.0,638.8199999999999,197.76999999999998,160.73
2022_29018005_01,2469.5,338.75,86.018,86.93
2022_29018008_02,11381.4,1531.5,617.2620000000001,447.57
2022_29018011_02,7666.3,688.8100000000001,300.09,331.64
2022_29018018_03,11262.7,1775.94,451.412,395.08
2022_29018024_01,9480.4,1281.63,407.204,291.28000000000003
2022_29018033_03,7794.8,815.53,347.34,420.64000000000004
2022_29031002_01,5686.0,892.86,188.84199999999998,224.28
2022_29031009_01,9644.4,1131.57,496.64,265.81
2022_29031024_01,11180.6,786.76,617.98,649.4
2022_29031032_01,8406.4,1052.9,360.518,324.22
2022_29043011_03,12303.9,1234.54,471.978,756.56
2022_29043019_01,14091.1,2322.54,394.238,416.14000000000004
2022_29043022_01,30413.7,4508.41,1040.654,1000.08
2022_29043023_03,8995.4,1172.97,430.27,317.15
2022_29043031_01,9360.5,1060.7,410.12,450.33
2022_30033013_01,4482.4,498.04999999999995,182.44,220.09
2022_30039002_02,5219.9,662.3,222.94,206.54
2022_30039003_02,8561.7,1362.69,264.266,295.23
2022_30087034_03,7923.8,777.46,369.58,353.77
2022_30123009_01,3626.8,498.74,136.52,116.61
2022_30123012_06,13970.2,2171.3,457.29,390.01
2022_30124003_02,7611.0,1315.18,179.308,158.13
2022_30124010_01,5134.8,705.83,191.32,193.93
2022_30131021_03,8291.05,1403.77,271.94,234.78
2022_30159004_05,6057.9,687.72,301.454,252.70000000000002
2022_30159005_02,3294.5,460.99,134.32,126.28
2022_30159007_02,2410.8,376.2,95.75,74.33
2022_30159015_04,1977.6,281.15000000000003,57.24,101.53999999999999
2022_30159024_03,4570.0,695.79,156.07,106.25
2022_30167027_02,4390.0,491.26,226.30599999999998,194.2
2022_30201021_02,11058.4,1412.51,521.398,407.73
2022_31038003_02,2481.6,214.62,106.84,62.21
2022_31038005_02,6222.4,788.54,363.11,279.15
2022_31038014_01,7251.6,1018.45,265.23,347.99
2022_31041004_02,4822.5,607.24,207.56,261.09000000000003
2022_31041008_01,8632.3,929.74,414.876,305.16
2022_31050046_01,4854.0,677.52,195.164,186.79
2022_31050049_01,14557.7,2319.58,656.66,461.3
2022_31050056_01,9047.1,1237.51,340.18,340.21
2022_31052004_01,6356.2,959.1600000000001,229.83,192.94
2022_31056004_02,9300.4,1123.98,433.486,383.65
2022_31056019_06,11081.9,1749.9,319.238,317.265
2022_31079008_02,5486.2,570.33,205.86,332.82
2022_31079008_03,7865.9,841.11,377.28,358.905
2022_31079012_03,10162.2,1341.84,543.34,474.26
2022_31079031_03,4348.5,475.71,349.76,179.29
2022_31079032_03,3802.0,609.23,201.858,140.98
2022_31098012_02,5217.0,610.88,215.69,251.04000000000002
2022_31098013_01,5925.0,734.0,342.59000000000003,259.96999999999997
2022_31098021_02,8549.1,1132.7,486.67,345.17
2022_31101005_04,6419.1,954.08,386.8,234.62
2022_31101006_03,6170.4,1027.8,325.65,178.22
2022_31101014_03,9644.8,1460.92,599.816,289.43
2022_31101025_02,6039.1,746.15,299.33,252.98
2022_31101029_02,13202.1,1812.28,880.332,527.95
2022_32010014_01,17589.6,2607.42,602.05,600.84
2022_32010015_01,5744.1,575.5600000000001,285.04,218.73000000000002
2022_32017017_01,5639.5,784.02,251.232,196.39
2022_32017017_06,9604.0,945.75,560.72,395.08
2022_32017027_01,9962.5,1441.81,422.13,414.58
2022_32017043_03,9677.3,1131.35,421.252,427.52
2022_32017052_04,6428.1,899.45,196.046,291.14
2022_32023002_02,8676.4,1116.06,424.204,330.56
2022_32023005_03,5465.4,726.9699999999999,199.05,213.83
2022_32023021_05,5666.0,728.56,394.21000000000004,256.3
2022_32023025_02,3416.5,352.09000000000003,138.98,178.52
2022_32023027_03,7893.6,640.2,364.536,475.1
2022_32024003_02,4465.0,499.08000000000004,176.188,211.07
2022_32039004_01,9200.3,1060.68,179.42600000000002,360.38
2022_32039008_01,2872.0,488.81,64.9,68.9
2022_32039014_01,7563.3,1101.39,391.91,259.65
2022_32039016_01,4476.5,683.38,324.258,172.53
2022_32040005_02,7612.4,847.37,320.11,300.79
2022_32040010_01,12742.2,1992.91,399.65,335.065
2022_32040019_03,6520.8,1038.06,378.68,191.68
2022_32040020_05,6279.5,814.77,226.04,263.14
2022_32052001_01,3478.0,399.71000000000004,151.13,116.91000000000001
2022_32052012_02,4565.8,638.24,191.35,180.13
2022_32052012_03,3735.5,464.13,172.24,155.07
2022_32052018_01,5388.2,771.94,198.65800000000002,188.41
2022_32052020_01,12154.4,1655.32,565.212,417.52
2022_32052020_02,8828.9,993.39,466.60200000000003,403.45
2022_32052032_01,10303.1,1356.22,387.59000000000003,393.82
2022_32052041_01,7156.2,856.0699999999999,267.34,333.1
2022_32052043_02,10308.9,1368.91,432.81,332.09
2022_32052044_02,5437.1,884.37,178.768,198.56
2022_32053001_01,18974.2,2875.06,561.64,639.36
2022_32053001_02,14112.0,1947.95,509.28,574.47
2022_32053004_03,5483.0,864.71,165.356,151.36
2022_32053017_03,8815.0,972.3,345.866,454.13
